"Segment","Country","Product","Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales","Discounts"," Sales","COGS","Profit","Date","Month Number","Month Name","Year"
"Small Business","France","VTT","Medium","1221"," $ 250 "," $ 300 "," $ 366,300 "," $ 21,978 "," $ 344,322 "," $ 305,250 "," $ 39,072 ","10/1/2013","10","October","2013"
"Government","Mexico","VTT","Medium","1123"," $ 250 "," $ 20 "," $ 22,460 "," $ 1,348 "," $ 21,112 "," $ 11,230 "," $ 9,882 ","11/1/2013","11","November","2013"
"Small Business","Canada","VTT","Medium","2436"," $ 250 "," $ 300 "," $ 730,800 "," $ 43,848 "," $ 686,952 "," $ 609,000 "," $ 77,952 ","12/1/2013","12","December","2013"
"Enterprise","France","Amarilla","Medium","1988"," $ 260 "," $ 125 "," $ 248,438 "," $ 14,906 "," $ 233,531 "," $ 238,500 ","-$ 4,969 ","1/1/2014","1","January","2014"
"Government","Mexico","Amarilla","Medium","1679"," $ 260 "," $ 350 "," $ 587,650 "," $ 35,259 "," $ 552,391 "," $ 436,540 "," $ 115,851 ","9/1/2014","9","September","2014"
"Government","United States of America","Amarilla","Medium","727"," $ 260 "," $ 350 "," $ 254,450 "," $ 15,267 "," $ 239,183 "," $ 189,020 "," $ 50,163 ","10/1/2013","10","October","2013"
"Government","France","Amarilla","Medium","1403"," $ 260 "," $ 7 "," $ 9,821 "," $ 589 "," $ 9,232 "," $ 7,015 "," $ 2,217 ","10/1/2013","10","October","2013"
"Government","France","Amarilla","Medium","2076"," $ 260 "," $ 350 "," $ 726,600 "," $ 43,596 "," $ 683,004 "," $ 539,760 "," $ 143,244 ","10/1/2013","10","October","2013"
"Government","France","Montana","Medium","1757"," $ 5 "," $ 20 "," $ 35,140 "," $ 2,108 "," $ 33,032 "," $ 17,570 "," $ 15,462 ","10/1/2013","10","October","2013"
"Midmarket","United States of America","Paseo","Medium","2198"," $ 10 "," $ 15 "," $ 32,970 "," $ 1,978 "," $ 30,992 "," $ 21,980 "," $ 9,012 ","8/1/2014","8","August","2014"
"Midmarket","Germany","Paseo","Medium","1743"," $ 10 "," $ 15 "," $ 26,145 "," $ 1,569 "," $ 24,576 "," $ 17,430 "," $ 7,146 ","8/1/2014","8","August","2014"
"Midmarket","United States of America","Paseo","Medium","1153"," $ 10 "," $ 15 "," $ 17,295 "," $ 1,038 "," $ 16,257 "," $ 11,530 "," $ 4,727 ","10/1/2014","10","October","2014"
"Government","France","Paseo","Medium","1757"," $ 10 "," $ 20 "," $ 35,140 "," $ 2,108 "," $ 33,032 "," $ 17,570 "," $ 15,462 ","10/1/2013","10","October","2013"
"Government","Germany","Velo","Medium","1001"," $ 120 "," $ 20 "," $ 20,020 "," $ 1,201 "," $ 18,819 "," $ 10,010 "," $ 8,809 ","8/1/2014","8","August","2014"
"Government","Mexico","Velo","Medium","1333"," $ 120 "," $ 7 "," $ 9,331 "," $ 560 "," $ 8,771 "," $ 6,665 "," $ 2,106 ","11/1/2014","11","November","2014"
"Midmarket","United States of America","VTT","Medium","1153"," $ 250 "," $ 15 "," $ 17,295 "," $ 1,038 "," $ 16,257 "," $ 11,530 "," $ 4,727 ","10/1/2014","10","October","2014"
"Channel Partners","Mexico","Carretera","Medium","727"," $ 3 "," $ 12 "," $ 8,724 "," $ 611 "," $ 8,113 "," $ 2,181 "," $ 5,932 ","2/1/2014","2","February","2014"
"Channel Partners","Canada","Carretera","Medium","1884"," $ 3 "," $ 12 "," $ 22,608 "," $ 1,583 "," $ 21,025 "," $ 5,652 "," $ 15,373 ","8/1/2014","8","August","2014"
"Government","Mexico","Carretera","Medium","1834"," $ 3 "," $ 20 "," $ 36,680 "," $ 2,568 "," $ 34,112 "," $ 18,340 "," $ 15,772 ","9/1/2013","9","September","2013"
"Channel Partners","Mexico","Montana","Medium","2340"," $ 5 "," $ 12 "," $ 28,080 "," $ 1,966 "," $ 26,114 "," $ 7,020 "," $ 19,094 ","1/1/2014","1","January","2014"
"Channel Partners","France","Montana","Medium","2342"," $ 5 "," $ 12 "," $ 28,104 "," $ 1,967 "," $ 26,137 "," $ 7,026 "," $ 19,111 ","11/1/2014","11","November","2014"
"Government","France","Paseo","Medium","1031"," $ 10 "," $ 7 "," $ 7,217 "," $ 505 "," $ 6,712 "," $ 5,155 "," $ 1,557 ","9/1/2013","9","September","2013"
"Midmarket","Canada","Velo","Medium","1262"," $ 120 "," $ 15 "," $ 18,930 "," $ 1,325 "," $ 17,605 "," $ 12,620 "," $ 4,985 ","5/1/2014","5","May","2014"
"Government","Canada","Velo","Medium","1135"," $ 120 "," $ 7 "," $ 7,945 "," $ 556 "," $ 7,389 "," $ 5,675 "," $ 1,714 ","6/1/2014","6","June","2014"
"Government","United States of America","Velo","Medium","547"," $ 120 "," $ 7 "," $ 3,829 "," $ 268 "," $ 3,561 "," $ 2,735 "," $ 826 ","11/1/2014","11","November","2014"
"Government","Canada","Velo","Medium","1582"," $ 120 "," $ 7 "," $ 11,074 "," $ 775 "," $ 10,299 "," $ 7,910 "," $ 2,389 ","12/1/2014","12","December","2014"
"Channel Partners","France","VTT","Medium","1738"," $ 250 "," $ 12 "," $ 20,862 "," $ 1,460 "," $ 19,402 "," $ 5,216 "," $ 14,186 ","4/1/2014","4","April","2014"
"Channel Partners","Germany","VTT","Medium","2215"," $ 250 "," $ 12 "," $ 26,580 "," $ 1,861 "," $ 24,719 "," $ 6,645 "," $ 18,074 ","9/1/2013","9","September","2013"
"Government","Canada","VTT","Medium","1582"," $ 250 "," $ 7 "," $ 11,074 "," $ 775 "," $ 10,299 "," $ 7,910 "," $ 2,389 ","12/1/2014","12","December","2014"
"Government","Canada","Amarilla","Medium","1135"," $ 260 "," $ 7 "," $ 7,945 "," $ 556 "," $ 7,389 "," $ 5,675 "," $ 1,714 ","6/1/2014","6","June","2014"
"Government","United States of America","Carretera","Medium","1761"," $ 3 "," $ 350 "," $ 616,350 "," $ 43,145 "," $ 573,206 "," $ 457,860 "," $ 115,346 ","3/1/2014","3","March","2014"
"Small Business","France","Carretera","Medium","448"," $ 3 "," $ 300 "," $ 134,400 "," $ 9,408 "," $ 124,992 "," $ 112,000 "," $ 12,992 ","6/1/2014","6","June","2014"
"Small Business","France","Carretera","Medium","2181"," $ 3 "," $ 300 "," $ 654,300 "," $ 45,801 "," $ 608,499 "," $ 545,250 "," $ 63,249 ","10/1/2014","10","October","2014"
"Government","France","Montana","Medium","1976"," $ 5 "," $ 20 "," $ 39,520 "," $ 2,766 "," $ 36,754 "," $ 19,760 "," $ 16,994 ","10/1/2014","10","October","2014"
"Small Business","France","Montana","Medium","2181"," $ 5 "," $ 300 "," $ 654,300 "," $ 45,801 "," $ 608,499 "," $ 545,250 "," $ 63,249 ","10/1/2014","10","October","2014"
"Enterprise","Germany","Montana","Medium","2500"," $ 5 "," $ 125 "," $ 312,500 "," $ 21,875 "," $ 290,625 "," $ 300,000 ","-$ 9,375 ","11/1/2013","11","November","2013"
"Small Business","Canada","Paseo","Medium","1702"," $ 10 "," $ 300 "," $ 510,600 "," $ 35,742 "," $ 474,858 "," $ 425,500 "," $ 49,358 ","5/1/2014","5","May","2014"
"Small Business","France","Paseo","Medium","448"," $ 10 "," $ 300 "," $ 134,400 "," $ 9,408 "," $ 124,992 "," $ 112,000 "," $ 12,992 ","6/1/2014","6","June","2014"
"Enterprise","Germany","Paseo","Medium","3513"," $ 10 "," $ 125 "," $ 439,125 "," $ 30,739 "," $ 408,386 "," $ 421,560 ","-$ 13,174 ","7/1/2014","7","July","2014"
"Midmarket","France","Paseo","Medium","2101"," $ 10 "," $ 15 "," $ 31,515 "," $ 2,206 "," $ 29,309 "," $ 21,010 "," $ 8,299 ","8/1/2014","8","August","2014"
"Midmarket","United States of America","Paseo","Medium","2931"," $ 10 "," $ 15 "," $ 43,965 "," $ 3,078 "," $ 40,887 "," $ 29,310 "," $ 11,577 ","9/1/2013","9","September","2013"
"Government","France","Paseo","Medium","1535"," $ 10 "," $ 20 "," $ 30,700 "," $ 2,149 "," $ 28,551 "," $ 15,350 "," $ 13,201 ","9/1/2014","9","September","2014"
"Small Business","Germany","Paseo","Medium","1123"," $ 10 "," $ 300 "," $ 336,900 "," $ 23,583 "," $ 313,317 "," $ 280,750 "," $ 32,567 ","9/1/2013","9","September","2013"
"Small Business","Canada","Paseo","Medium","1404"," $ 10 "," $ 300 "," $ 421,200 "," $ 29,484 "," $ 391,716 "," $ 351,000 "," $ 40,716 ","11/1/2013","11","November","2013"
"Channel Partners","Mexico","Paseo","Medium","2763"," $ 10 "," $ 12 "," $ 33,156 "," $ 2,321 "," $ 30,835 "," $ 8,289 "," $ 22,546 ","11/1/2013","11","November","2013"
"Government","Germany","Paseo","Medium","2125"," $ 10 "," $ 7 "," $ 14,875 "," $ 1,041 "," $ 13,834 "," $ 10,625 "," $ 3,209 ","12/1/2013","12","December","2013"
"Small Business","France","Velo","Medium","1659"," $ 120 "," $ 300 "," $ 497,700 "," $ 34,839 "," $ 462,861 "," $ 414,750 "," $ 48,111 ","7/1/2014","7","July","2014"
"Government","Mexico","Velo","Medium","609"," $ 120 "," $ 20 "," $ 12,180 "," $ 853 "," $ 11,327 "," $ 6,090 "," $ 5,237 ","8/1/2014","8","August","2014"
"Enterprise","Germany","Velo","Medium","2087"," $ 120 "," $ 125 "," $ 260,875 "," $ 18,261 "," $ 242,614 "," $ 250,440 ","-$ 7,826 ","9/1/2014","9","September","2014"
"Government","France","Velo","Medium","1976"," $ 120 "," $ 20 "," $ 39,520 "," $ 2,766 "," $ 36,754 "," $ 19,760 "," $ 16,994 ","10/1/2014","10","October","2014"
"Government","United States of America","Velo","Medium","1421"," $ 120 "," $ 20 "," $ 28,420 "," $ 1,989 "," $ 26,431 "," $ 14,210 "," $ 12,221 ","12/1/2013","12","December","2013"
"Small Business","United States of America","Velo","Medium","1372"," $ 120 "," $ 300 "," $ 411,600 "," $ 28,812 "," $ 382,788 "," $ 343,000 "," $ 39,788 ","12/1/2014","12","December","2014"
"Government","Germany","Velo","Medium","588"," $ 120 "," $ 20 "," $ 11,760 "," $ 823 "," $ 10,937 "," $ 5,880 "," $ 5,057 ","12/1/2013","12","December","2013"
"Channel Partners","Canada","VTT","Medium","3244"," $ 250 "," $ 12 "," $ 38,934 "," $ 2,725 "," $ 36,209 "," $ 9,734 "," $ 26,475 ","1/1/2014","1","January","2014"
"Small Business","France","VTT","Medium","959"," $ 250 "," $ 300 "," $ 287,700 "," $ 20,139 "," $ 267,561 "," $ 239,750 "," $ 27,811 ","2/1/2014","2","February","2014"
"Small Business","Mexico","VTT","Medium","2747"," $ 250 "," $ 300 "," $ 824,100 "," $ 57,687 "," $ 766,413 "," $ 686,750 "," $ 79,663 ","2/1/2014","2","February","2014"
"Enterprise","Canada","Amarilla","Medium","1645"," $ 260 "," $ 125 "," $ 205,625 "," $ 14,394 "," $ 191,231 "," $ 197,400 ","-$ 6,169 ","5/1/2014","5","May","2014"
"Government","France","Amarilla","Medium","2876"," $ 260 "," $ 350 "," $ 1,006,600 "," $ 70,462 "," $ 936,138 "," $ 747,760 "," $ 188,378 ","9/1/2014","9","September","2014"
"Enterprise","Germany","Amarilla","Medium","994"," $ 260 "," $ 125 "," $ 124,250 "," $ 8,698 "," $ 115,553 "," $ 119,280 ","-$ 3,728 ","9/1/2013","9","September","2013"
"Government","Canada","Amarilla","Medium","1118"," $ 260 "," $ 20 "," $ 22,360 "," $ 1,565 "," $ 20,795 "," $ 11,180 "," $ 9,615 ","11/1/2014","11","November","2014"
"Small Business","United States of America","Amarilla","Medium","1372"," $ 260 "," $ 300 "," $ 411,600 "," $ 28,812 "," $ 382,788 "," $ 343,000 "," $ 39,788 ","12/1/2014","12","December","2014"
"Government","Canada","Montana","Medium","488"," $ 5 "," $ 7 "," $ 3,416 "," $ 273 "," $ 3,143 "," $ 2,440 "," $ 703 ","2/1/2014","2","February","2014"
"Government","United States of America","Montana","Medium","1282"," $ 5 "," $ 20 "," $ 25,640 "," $ 2,051 "," $ 23,589 "," $ 12,820 "," $ 10,769 ","6/1/2014","6","June","2014"
"Government","Canada","Paseo","Medium","257"," $ 10 "," $ 7 "," $ 1,799 "," $ 144 "," $ 1,655 "," $ 1,285 "," $ 370 ","5/1/2014","5","May","2014"
"Government","United States of America","Amarilla","Medium","1282"," $ 260 "," $ 20 "," $ 25,640 "," $ 2,051 "," $ 23,589 "," $ 12,820 "," $ 10,769 ","6/1/2014","6","June","2014"
"Enterprise","Mexico","Carretera","Medium","1540"," $ 3 "," $ 125 "," $ 192,500 "," $ 15,400 "," $ 177,100 "," $ 184,800 ","-$ 7,700 ","8/1/2014","8","August","2014"
"Midmarket","France","Carretera","Medium","490"," $ 3 "," $ 15 "," $ 7,350 "," $ 588 "," $ 6,762 "," $ 4,900 "," $ 1,862 ","11/1/2014","11","November","2014"
"Government","Mexico","Carretera","Medium","1362"," $ 3 "," $ 350 "," $ 476,700 "," $ 38,136 "," $ 438,564 "," $ 354,120 "," $ 84,444 ","12/1/2014","12","December","2014"
"Midmarket","France","Montana","Medium","2501"," $ 5 "," $ 15 "," $ 37,515 "," $ 3,001 "," $ 34,514 "," $ 25,010 "," $ 9,504 ","3/1/2014","3","March","2014"
"Government","Canada","Montana","Medium","708"," $ 5 "," $ 20 "," $ 14,160 "," $ 1,133 "," $ 13,027 "," $ 7,080 "," $ 5,947 ","6/1/2014","6","June","2014"
"Government","Germany","Montana","Medium","645"," $ 5 "," $ 20 "," $ 12,900 "," $ 1,032 "," $ 11,868 "," $ 6,450 "," $ 5,418 ","7/1/2014","7","July","2014"
"Small Business","France","Montana","Medium","1562"," $ 5 "," $ 300 "," $ 468,600 "," $ 37,488 "," $ 431,112 "," $ 390,500 "," $ 40,612 ","8/1/2014","8","August","2014"
"Small Business","Canada","Montana","Medium","1283"," $ 5 "," $ 300 "," $ 384,900 "," $ 30,792 "," $ 354,108 "," $ 320,750 "," $ 33,358 ","9/1/2013","9","September","2013"
"Midmarket","Germany","Montana","Medium","711"," $ 5 "," $ 15 "," $ 10,665 "," $ 853 "," $ 9,812 "," $ 7,110 "," $ 2,702 ","12/1/2014","12","December","2014"
"Enterprise","Mexico","Paseo","Medium","1114"," $ 10 "," $ 125 "," $ 139,250 "," $ 11,140 "," $ 128,110 "," $ 133,680 ","-$ 5,570 ","3/1/2014","3","March","2014"
"Government","Germany","Paseo","Medium","1259"," $ 10 "," $ 7 "," $ 8,813 "," $ 705 "," $ 8,108 "," $ 6,295 "," $ 1,813 ","4/1/2014","4","April","2014"
"Government","Germany","Paseo","Medium","1095"," $ 10 "," $ 7 "," $ 7,665 "," $ 613 "," $ 7,052 "," $ 5,475 "," $ 1,577 ","5/1/2014","5","May","2014"
"Government","Germany","Paseo","Medium","1366"," $ 10 "," $ 20 "," $ 27,320 "," $ 2,186 "," $ 25,134 "," $ 13,660 "," $ 11,474 ","6/1/2014","6","June","2014"
"Small Business","Mexico","Paseo","Medium","2460"," $ 10 "," $ 300 "," $ 738,000 "," $ 59,040 "," $ 678,960 "," $ 615,000 "," $ 63,960 ","6/1/2014","6","June","2014"
"Government","United States of America","Paseo","Medium","678"," $ 10 "," $ 7 "," $ 4,746 "," $ 380 "," $ 4,366 "," $ 3,390 "," $ 976 ","8/1/2014","8","August","2014"
"Government","Germany","Paseo","Medium","1598"," $ 10 "," $ 7 "," $ 11,186 "," $ 895 "," $ 10,291 "," $ 7,990 "," $ 2,301 ","8/1/2014","8","August","2014"
"Government","Germany","Paseo","Medium","2409"," $ 10 "," $ 7 "," $ 16,863 "," $ 1,349 "," $ 15,514 "," $ 12,045 "," $ 3,469 ","9/1/2013","9","September","2013"
"Government","Germany","Paseo","Medium","1934"," $ 10 "," $ 20 "," $ 38,680 "," $ 3,094 "," $ 35,586 "," $ 19,340 "," $ 16,246 ","9/1/2014","9","September","2014"
"Government","Mexico","Paseo","Medium","2993"," $ 10 "," $ 20 "," $ 59,860 "," $ 4,789 "," $ 55,071 "," $ 29,930 "," $ 25,141 ","9/1/2014","9","September","2014"
"Government","Germany","Paseo","Medium","2146"," $ 10 "," $ 350 "," $ 751,100 "," $ 60,088 "," $ 691,012 "," $ 557,960 "," $ 133,052 ","11/1/2013","11","November","2013"
"Government","Mexico","Paseo","Medium","1946"," $ 10 "," $ 7 "," $ 13,622 "," $ 1,090 "," $ 12,532 "," $ 9,730 "," $ 2,802 ","12/1/2013","12","December","2013"
"Government","Mexico","Paseo","Medium","1362"," $ 10 "," $ 350 "," $ 476,700 "," $ 38,136 "," $ 438,564 "," $ 354,120 "," $ 84,444 ","12/1/2014","12","December","2014"
"Channel Partners","Canada","Velo","Medium","598"," $ 120 "," $ 12 "," $ 7,176 "," $ 574 "," $ 6,602 "," $ 1,794 "," $ 4,808 ","3/1/2014","3","March","2014"
"Government","United States of America","Velo","Medium","2907"," $ 120 "," $ 7 "," $ 20,349 "," $ 1,628 "," $ 18,721 "," $ 14,535 "," $ 4,186 ","6/1/2014","6","June","2014"
"Government","Germany","Velo","Medium","2338"," $ 120 "," $ 7 "," $ 16,366 "," $ 1,309 "," $ 15,057 "," $ 11,690 "," $ 3,367 ","6/1/2014","6","June","2014"
"Small Business","France","Velo","Medium","386"," $ 120 "," $ 300 "," $ 115,800 "," $ 9,264 "," $ 106,536 "," $ 96,500 "," $ 10,036 ","11/1/2013","11","November","2013"
"Small Business","Mexico","Velo","Medium","635"," $ 120 "," $ 300 "," $ 190,500 "," $ 15,240 "," $ 175,260 "," $ 158,750 "," $ 16,510 ","12/1/2014","12","December","2014"
"Government","France","VTT","Medium","574"," $ 250 "," $ 350 "," $ 201,075 "," $ 16,086 "," $ 184,989 "," $ 149,370 "," $ 35,619 ","4/1/2014","4","April","2014"
"Government","Germany","VTT","Medium","2338"," $ 250 "," $ 7 "," $ 16,366 "," $ 1,309 "," $ 15,057 "," $ 11,690 "," $ 3,367 ","6/1/2014","6","June","2014"
"Government","France","VTT","Medium","381"," $ 250 "," $ 350 "," $ 133,350 "," $ 10,668 "," $ 122,682 "," $ 99,060 "," $ 23,622 ","8/1/2014","8","August","2014"
"Government","Germany","VTT","Medium","422"," $ 250 "," $ 350 "," $ 147,700 "," $ 11,816 "," $ 135,884 "," $ 109,720 "," $ 26,164 ","8/1/2014","8","August","2014"
"Small Business","Canada","VTT","Medium","2134"," $ 250 "," $ 300 "," $ 640,200 "," $ 51,216 "," $ 588,984 "," $ 533,500 "," $ 55,484 ","9/1/2014","9","September","2014"
"Small Business","United States of America","VTT","Medium","808"," $ 250 "," $ 300 "," $ 242,400 "," $ 19,392 "," $ 223,008 "," $ 202,000 "," $ 21,008 ","12/1/2013","12","December","2013"
"Government","Canada","Amarilla","Medium","708"," $ 260 "," $ 20 "," $ 14,160 "," $ 1,133 "," $ 13,027 "," $ 7,080 "," $ 5,947 ","6/1/2014","6","June","2014"
"Government","United States of America","Amarilla","Medium","2907"," $ 260 "," $ 7 "," $ 20,349 "," $ 1,628 "," $ 18,721 "," $ 14,535 "," $ 4,186 ","6/1/2014","6","June","2014"
"Government","Germany","Amarilla","Medium","1366"," $ 260 "," $ 20 "," $ 27,320 "," $ 2,186 "," $ 25,134 "," $ 13,660 "," $ 11,474 ","6/1/2014","6","June","2014"
"Small Business","Mexico","Amarilla","Medium","2460"," $ 260 "," $ 300 "," $ 738,000 "," $ 59,040 "," $ 678,960 "," $ 615,000 "," $ 63,960 ","6/1/2014","6","June","2014"
"Government","Germany","Amarilla","Medium","1520"," $ 260 "," $ 20 "," $ 30,400 "," $ 2,432 "," $ 27,968 "," $ 15,200 "," $ 12,768 ","11/1/2014","11","November","2014"
"Midmarket","Germany","Amarilla","Medium","711"," $ 260 "," $ 15 "," $ 10,665 "," $ 853 "," $ 9,812 "," $ 7,110 "," $ 2,702 ","12/1/2014","12","December","2014"
"Channel Partners","Mexico","Amarilla","Medium","1375"," $ 260 "," $ 12 "," $ 16,500 "," $ 1,320 "," $ 15,180 "," $ 4,125 "," $ 11,055 ","12/1/2013","12","December","2013"
"Small Business","Mexico","Amarilla","Medium","635"," $ 260 "," $ 300 "," $ 190,500 "," $ 15,240 "," $ 175,260 "," $ 158,750 "," $ 16,510 ","12/1/2014","12","December","2014"
"Government","United States of America","VTT","Medium","436"," $ 250 "," $ 20 "," $ 8,730 "," $ 698 "," $ 8,032 "," $ 4,365 "," $ 3,667 ","7/1/2014","7","July","2014"
"Small Business","Canada","Carretera","Medium","1094"," $ 3 "," $ 300 "," $ 328,200 "," $ 29,538 "," $ 298,662 "," $ 273,500 "," $ 25,162 ","6/1/2014","6","June","2014"
"Channel Partners","Mexico","Carretera","Medium","367"," $ 3 "," $ 12 "," $ 4,404 "," $ 396 "," $ 4,008 "," $ 1,101 "," $ 2,907 ","10/1/2013","10","October","2013"
"Small Business","Canada","Montana","Medium","3802"," $ 5 "," $ 300 "," $ 1,140,750 "," $ 102,668 "," $ 1,038,083 "," $ 950,625 "," $ 87,458 ","4/1/2014","4","April","2014"
"Government","France","Montana","Medium","1666"," $ 5 "," $ 350 "," $ 583,100 "," $ 52,479 "," $ 530,621 "," $ 433,160 "," $ 97,461 ","5/1/2014","5","May","2014"
"Small Business","France","Montana","Medium","322"," $ 5 "," $ 300 "," $ 96,600 "," $ 8,694 "," $ 87,906 "," $ 80,500 "," $ 7,406 ","9/1/2013","9","September","2013"
"Channel Partners","Canada","Montana","Medium","2321"," $ 5 "," $ 12 "," $ 27,852 "," $ 2,507 "," $ 25,345 "," $ 6,963 "," $ 18,382 ","11/1/2014","11","November","2014"
"Enterprise","France","Montana","Medium","1857"," $ 5 "," $ 125 "," $ 232,125 "," $ 20,891 "," $ 211,234 "," $ 222,840 ","-$ 11,606 ","11/1/2013","11","November","2013"
"Government","Canada","Montana","Medium","1611"," $ 5 "," $ 7 "," $ 11,277 "," $ 1,015 "," $ 10,262 "," $ 8,055 "," $ 2,207 ","12/1/2013","12","December","2013"
"Enterprise","United States of America","Montana","Medium","2797"," $ 5 "," $ 125 "," $ 349,625 "," $ 31,466 "," $ 318,159 "," $ 335,640 ","-$ 17,481 ","12/1/2014","12","December","2014"
"Small Business","Germany","Montana","Medium","334"," $ 5 "," $ 300 "," $ 100,200 "," $ 9,018 "," $ 91,182 "," $ 83,500 "," $ 7,682 ","12/1/2013","12","December","2013"
"Small Business","Mexico","Paseo","Medium","2565"," $ 10 "," $ 300 "," $ 769,500 "," $ 69,255 "," $ 700,245 "," $ 641,250 "," $ 58,995 ","1/1/2014","1","January","2014"
"Government","Mexico","Paseo","Medium","2417"," $ 10 "," $ 350 "," $ 845,950 "," $ 76,136 "," $ 769,815 "," $ 628,420 "," $ 141,395 ","1/1/2014","1","January","2014"
"Midmarket","United States of America","Paseo","Medium","3675"," $ 10 "," $ 15 "," $ 55,125 "," $ 4,961 "," $ 50,164 "," $ 36,750 "," $ 13,414 ","4/1/2014","4","April","2014"
"Small Business","Canada","Paseo","Medium","1094"," $ 10 "," $ 300 "," $ 328,200 "," $ 29,538 "," $ 298,662 "," $ 273,500 "," $ 25,162 ","6/1/2014","6","June","2014"
"Midmarket","France","Paseo","Medium","1227"," $ 10 "," $ 15 "," $ 18,405 "," $ 1,656 "," $ 16,749 "," $ 12,270 "," $ 4,479 ","10/1/2014","10","October","2014"
"Channel Partners","Mexico","Paseo","Medium","367"," $ 10 "," $ 12 "," $ 4,404 "," $ 396 "," $ 4,008 "," $ 1,101 "," $ 2,907 ","10/1/2013","10","October","2013"
"Small Business","France","Paseo","Medium","1324"," $ 10 "," $ 300 "," $ 397,200 "," $ 35,748 "," $ 361,452 "," $ 331,000 "," $ 30,452 ","11/1/2014","11","November","2014"
"Channel Partners","Germany","Paseo","Medium","1775"," $ 10 "," $ 12 "," $ 21,300 "," $ 1,917 "," $ 19,383 "," $ 5,325 "," $ 14,058 ","11/1/2013","11","November","2013"
"Enterprise","United States of America","Paseo","Medium","2797"," $ 10 "," $ 125 "," $ 349,625 "," $ 31,466 "," $ 318,159 "," $ 335,640 ","-$ 17,481 ","12/1/2014","12","December","2014"
"Midmarket","Mexico","Velo","Medium","245"," $ 120 "," $ 15 "," $ 3,675 "," $ 331 "," $ 3,344 "," $ 2,450 "," $ 894 ","5/1/2014","5","May","2014"
"Small Business","Canada","Velo","Medium","3794"," $ 120 "," $ 300 "," $ 1,138,050 "," $ 102,425 "," $ 1,035,626 "," $ 948,375 "," $ 87,251 ","7/1/2014","7","July","2014"
"Government","Germany","Velo","Medium","1307"," $ 120 "," $ 350 "," $ 457,450 "," $ 41,171 "," $ 416,280 "," $ 339,820 "," $ 76,460 ","7/1/2014","7","July","2014"
"Enterprise","Canada","Velo","Medium","567"," $ 120 "," $ 125 "," $ 70,875 "," $ 6,379 "," $ 64,496 "," $ 68,040 ","-$ 3,544 ","9/1/2014","9","September","2014"
"Enterprise","Mexico","Velo","Medium","2110"," $ 120 "," $ 125 "," $ 263,750 "," $ 23,738 "," $ 240,013 "," $ 253,200 ","-$ 13,188 ","9/1/2014","9","September","2014"
"Government","Canada","Velo","Medium","1269"," $ 120 "," $ 350 "," $ 444,150 "," $ 39,974 "," $ 404,177 "," $ 329,940 "," $ 74,237 ","10/1/2014","10","October","2014"
"Channel Partners","United States of America","VTT","Medium","1956"," $ 250 "," $ 12 "," $ 23,472 "," $ 2,112 "," $ 21,360 "," $ 5,868 "," $ 15,492 ","1/1/2014","1","January","2014"
"Small Business","Germany","VTT","Medium","2659"," $ 250 "," $ 300 "," $ 797,700 "," $ 71,793 "," $ 725,907 "," $ 664,750 "," $ 61,157 ","2/1/2014","2","February","2014"
"Government","United States of America","VTT","Medium","1352"," $ 250 "," $ 350 "," $ 473,025 "," $ 42,572 "," $ 430,453 "," $ 351,390 "," $ 79,063 ","4/1/2014","4","April","2014"
"Channel Partners","Germany","VTT","Medium","880"," $ 250 "," $ 12 "," $ 10,560 "," $ 950 "," $ 9,610 "," $ 2,640 "," $ 6,970 ","5/1/2014","5","May","2014"
"Small Business","United States of America","VTT","Medium","1867"," $ 250 "," $ 300 "," $ 560,100 "," $ 50,409 "," $ 509,691 "," $ 466,750 "," $ 42,941 ","9/1/2014","9","September","2014"
"Channel Partners","France","VTT","Medium","2234"," $ 250 "," $ 12 "," $ 26,808 "," $ 2,413 "," $ 24,395 "," $ 6,702 "," $ 17,693 ","9/1/2013","9","September","2013"
"Midmarket","France","VTT","Medium","1227"," $ 250 "," $ 15 "," $ 18,405 "," $ 1,656 "," $ 16,749 "," $ 12,270 "," $ 4,479 ","10/1/2014","10","October","2014"
"Enterprise","Mexico","VTT","Medium","877"," $ 250 "," $ 125 "," $ 109,625 "," $ 9,866 "," $ 99,759 "," $ 105,240 ","-$ 5,481 ","11/1/2014","11","November","2014"
"Government","United States of America","Amarilla","Medium","2071"," $ 260 "," $ 350 "," $ 724,850 "," $ 65,237 "," $ 659,614 "," $ 538,460 "," $ 121,154 ","9/1/2014","9","September","2014"
"Government","Canada","Amarilla","Medium","1269"," $ 260 "," $ 350 "," $ 444,150 "," $ 39,974 "," $ 404,177 "," $ 329,940 "," $ 74,237 ","10/1/2014","10","October","2014"
"Midmarket","Germany","Amarilla","Medium","970"," $ 260 "," $ 15 "," $ 14,550 "," $ 1,310 "," $ 13,241 "," $ 9,700 "," $ 3,541 ","11/1/2013","11","November","2013"
"Government","Mexico","Amarilla","Medium","1694"," $ 260 "," $ 20 "," $ 33,880 "," $ 3,049 "," $ 30,831 "," $ 16,940 "," $ 13,891 ","11/1/2014","11","November","2014"
"Government","Germany","Carretera","Medium","663"," $ 3 "," $ 20 "," $ 13,260 "," $ 1,193 "," $ 12,067 "," $ 6,630 "," $ 5,437 ","5/1/2014","5","May","2014"
